id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
93587745,cb1be87c-6833-4323-8116-dd2312289e7b,2017/03/23 9:36 утра UTC,2017-03-23,2017-03-23 09:36:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-09-04 14:48:08 UTC,2021-09-04 15:03:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93587745,https://inaturalist-open-data.s3.amazonaws.com/photos/155131871/medium.jpg,,"","",1,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.3145324435,52.8291675836,31,,,,31,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
93588183,2915d8d0-8c17-483f-b4f9-6db00938cbaa,2018/01/12 11:42 утра UTC,2018-01-12,2018-01-12 11:42:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-09-04 14:51:44 UTC,2021-09-04 15:03:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93588183,https://inaturalist-open-data.s3.amazonaws.com/photos/155132608/medium.jpeg,,"",,1,0,false,,"Глазов, республика Удмуртия, Россия",58.1418661118,52.6554134698,8,,,,8,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
93806857,30460de7-3564-440c-bd0c-a6c38bb87169,2018/03/29 9:43 утра UTC,2018-03-29,2018-03-29 09:43:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-09-06 01:25:39 UTC,2021-09-06 04:10:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/93806857,https://inaturalist-open-data.s3.amazonaws.com/photos/155524577/medium.jpeg,,"","",1,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1339212658,52.8359125162,15,,,,15,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
94842219,bcc2a2b8-b47c-40dd-b021-88feefa631a1,2017/04/17 11:06 утра UTC,2017-04-17,2017-04-17 11:06:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-09-14 17:24:36 UTC,2021-09-14 20:19:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/94842219,https://inaturalist-open-data.s3.amazonaws.com/photos/157373470/medium.jpg,,"","",3,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.3130257267,52.829740596,15,,,,15,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
97620145,b68631be-b823-4d1c-8fba-02e7602ee0d8,2021/10/08 7:41 утра UTC,2021-10-08,2021-10-08 07:41:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-10-09 06:07:11 UTC,2021-10-10 12:29:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/97620145,https://inaturalist-open-data.s3.amazonaws.com/photos/162381730/medium.jpg,,"",,2,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1376094257,52.834060314,244,,,,244,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
98180766,75a3c7b1-a40e-42b8-8fac-652570f989e8,2021/10/14 9:22 утра UTC,2021-10-14,2021-10-14 09:22:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-10-14 09:58:00 UTC,2021-10-15 20:52:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98180766,https://inaturalist-open-data.s3.amazonaws.com/photos/163416455/medium.jpg,,"","",3,0,false,,"Глазов, республика Удмуртия, Россия",58.1426519055,52.6463277084,15,,,,15,,open,false,,,Red Crossbill,Loxia curvirostra,Клёст-еловик,Aves,10411
98701554,2cd26a4c-57e5-4a75-b4b0-bb455bfcf71e,2021/10/19 8:36 утра UTC,2021-10-19,2021-10-19 08:36:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-10-19 14:16:53 UTC,2021-10-19 19:35:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/98701554,https://inaturalist-open-data.s3.amazonaws.com/photos/164391372/medium.jpg,,"","",4,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1348589138,52.8387057529,31,,,,31,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
99080353,f3eff1bc-d0f9-4d0b-8895-5ff11027e093,2021/10/23 8:50 утра UTC,2021-10-23,2021-10-23 08:50:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-10-23 13:01:22 UTC,2021-10-23 20:39:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99080353,https://inaturalist-open-data.s3.amazonaws.com/photos/165097325/medium.jpg,,"",,2,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1359487517,52.8354022965,122,,,,122,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
99701464,0f3fbc58-b30f-44af-b890-49a41ca98d9d,2021/10/29 9:04 утра UTC,2021-10-29,2021-10-29 09:04:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-10-29 12:51:08 UTC,2021-10-29 20:56:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/99701464,https://inaturalist-open-data.s3.amazonaws.com/photos/166261651/medium.jpg,,"",,2,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1339041438,52.83973706,61,,,,61,,open,false,,,Red Crossbill,Loxia curvirostra,Клёст-еловик,Aves,10411
100220913,9473d35e-dde8-40e8-ad26-57ced571f9ff,2021/11/04 12:07 дня +0400,2021-11-04,2021-11-04 08:07:00 UTC,Samara,2458916,konstantinseliverstov,Константин Селивёрстов,2021-11-04 09:30:15 UTC,2021-11-04 12:19:19 UTC,research,CC-BY,https://www.inaturalist.org/observations/100220913,https://inaturalist-open-data.s3.amazonaws.com/photos/167239228/medium.jpg,,"",,2,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1359793887,52.835970947,61,,,,61,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
100228489,bf171238-13e1-4b35-879b-d21acecca91e,2021/11/03 12:49 дня UTC,2021-11-03,2021-11-03 12:49:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-11-04 12:28:29 UTC,2021-11-04 14:12:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100228489,https://inaturalist-open-data.s3.amazonaws.com/photos/167252090/medium.jpg,,"",,2,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1350835122,52.8355253739,31,,,,31,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
100586513,d4702256-ec93-44f9-a270-428e27c4cc4d,2021/11/08 10:05 утра UTC,2021-11-08,2021-11-08 10:05:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-11-08 11:40:06 UTC,2021-11-10 05:37:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100586513,https://inaturalist-open-data.s3.amazonaws.com/photos/167905989/medium.jpeg,,"",,6,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1355935351,52.8362854945,61,,,,61,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
100923114,7d96cb75-2850-4b5e-beaa-432c80ef6878,2021/11/11 9:09 утра UTC,2021-11-11,2021-11-11 09:09:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-11-12 12:34:57 UTC,2021-11-13 15:27:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/100923114,https://inaturalist-open-data.s3.amazonaws.com/photos/168494002/medium.jpg,,"",,4,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.137770003,52.8320996319,31,,,,31,,open,false,,,Red Crossbill,Loxia curvirostra,Клёст-еловик,Aves,10411
101462428,992c9b87-08dc-4c28-8026-050e0c0e445b,2021/11/19 10:28 утра UTC,2021-11-19,2021-11-19 10:28:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-11-19 13:42:24 UTC,2021-11-19 15:10:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/101462428,https://inaturalist-open-data.s3.amazonaws.com/photos/169456781/medium.jpg,,"","",2,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1384014094,52.8257410712,61,,,,61,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
101871206,f61b5758-bee5-41bb-b316-28d3a7864304,2021/11/25 10:18 утра +0400,2021-11-25,2021-11-25 06:18:00 UTC,Samara,2458916,konstantinseliverstov,Константин Селивёрстов,2021-11-25 08:19:22 UTC,2021-11-25 19:49:14 UTC,research,CC-BY,https://www.inaturalist.org/observations/101871206,https://inaturalist-open-data.s3.amazonaws.com/photos/170183811/medium.jpg,,"",,3,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1703364676,52.6591304917,98,,,,98,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
102844085,624a53eb-ba6e-4ba6-b74e-2850ac065986,2021/12/10 10:40 утра UTC,2021-12-10,2021-12-10 10:40:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2021-12-11 00:35:56 UTC,2021-12-11 07:33:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102844085,https://inaturalist-open-data.s3.amazonaws.com/photos/172001977/medium.jpg,,"","",2,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1344168439,52.8370480772,61,,,,61,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
102880651,88ccf164-4f09-45f6-b606-27b8a681ebae,2021/12/11 2:03 дня +0400,2021-12-11,2021-12-11 10:03:00 UTC,Baku,2482215,elacrimarum,Елена,2021-12-11 18:20:43 UTC,2021-12-11 19:15:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/102880651,https://inaturalist-open-data.s3.amazonaws.com/photos/172072027/medium.jpeg,,"","",3,0,false,,"Ижевск, республика Удмуртия, Россия, 426033",56.860757,53.178868,170,,,,170,,open,false,,,Red Crossbill,Loxia curvirostra,Клёст-еловик,Aves,10411
103416350,b584c548-f39a-4c4c-83e0-f8c78b39b28b,2020/01/01 11:39 утра UTC,2020-01-01,2020-01-01 11:39:00 UTC,UTC,5265430,zulfiya,Сабрекова Зульфия,2021-12-21 14:16:14 UTC,2021-12-22 15:56:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103416350,https://inaturalist-open-data.s3.amazonaws.com/photos/173077148/medium.jpeg,,"","",2,0,false,,"Юкаменский р-н, республика Удмуртия, Россия",57.8433103776,52.3701433196,122,,,,122,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
103872922,50ba9768-84ff-43af-a5bc-e0d35ccc6898,2021/12/26 1:54 дня +0400,2021-12-26,2021-12-26 09:54:00 UTC,Baku,2482215,elacrimarum,Елена,2021-12-29 07:12:12 UTC,2021-12-29 10:56:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103872922,https://inaturalist-open-data.s3.amazonaws.com/photos/173960254/medium.jpeg,,"","",2,0,false,,"р. Чемошурка, республика Удмуртия, Россия",56.8462959,53.337704,950,,,,950,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
103874449,55273ac5-96c8-4741-95a8-bd1e06350588,2021/11/27 12:11 дня +0400,2021-11-27,2021-11-27 08:11:00 UTC,Baku,2482215,elacrimarum,Елена,2021-12-29 08:02:55 UTC,2021-12-29 14:36:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/103874449,https://inaturalist-open-data.s3.amazonaws.com/photos/173962736/medium.jpg,,"",,3,0,false,,"Октябрьский, республика Удмуртия, Россия, 426069",56.8790297,53.1591,138,,,,138,,open,false,,,bec-croisé des sapins,Loxia curvirostra,Клёст-еловик,Aves,10411
104283183,bcb212bb-878c-4f89-ab42-185c110e3a8d,2022/01/03 2:57 дня +0400,2022-01-03,2022-01-03 10:57:00 UTC,Baku,2482215,elacrimarum,Елена,2022-01-03 16:23:02 UTC,2022-01-03 16:26:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104283183,https://inaturalist-open-data.s3.amazonaws.com/photos/174704198/medium.jpeg,,"","",1,0,false,,"Воткинский р-н, республика Удмуртия, Россия",57.0829035838,53.9961019898,977,,,,977,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
104340393,77997060-1bc4-4577-938f-7e566f20715e,2022/01/04 10:21 утра UTC,2022-01-04,2022-01-04 10:21:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2022-01-04 12:41:22 UTC,2022-01-04 12:52:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104340393,https://inaturalist-open-data.s3.amazonaws.com/photos/174813867/medium.jpeg,,"",,1,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1354482359,52.8384274378,31,,,,31,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
104915338,ca34a60c-5842-495f-b54d-d46eca40f9fd,2022/01/12 10:09 утра UTC,2022-01-12,2022-01-12 10:09:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2022-01-14 13:34:39 UTC,2022-01-14 17:14:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/104915338,https://inaturalist-open-data.s3.amazonaws.com/photos/175908526/medium.jpeg,,"",,3,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1355293464,52.836480246,61,,,,61,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
105433580,1c01dedf-79f9-41bb-9b59-a6f562048033,2022/01/23 1:46 дня +0400,2022-01-23,2022-01-23 09:46:00 UTC,Baku,2482215,elacrimarum,Елена,2022-01-23 15:08:38 UTC,2022-01-24 13:28:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/105433580,https://inaturalist-open-data.s3.amazonaws.com/photos/176901620/medium.jpg,,"",,2,0,false,,"Ижевск, республика Удмуртия, Россия, 426033",56.860757,53.178868,170,,,,170,,open,false,,,bec-croisé des sapins,Loxia curvirostra,Клёст-еловик,Aves,10411
106670225,8ba8cf7f-1c7a-4467-b768-365f99fd4b9b,2022/02/13 11:23 утра +0400,2022-02-13,2022-02-13 07:23:00 UTC,Samara,1172320,beetle23,Борис Георги,2022-02-13 11:25:06 UTC,2022-02-14 15:35:51 UTC,research,CC-BY,https://www.inaturalist.org/observations/106670225,https://inaturalist-open-data.s3.amazonaws.com/photos/179242897/medium.jpg,,"",,4,0,false,,"Первомайский р-н, Ижевск, республика Удмуртия, Россия",56.8405143402,53.2645719152,85,,,,85,,open,false,,,Red Crossbill,Loxia curvirostra,Клёст-еловик,Aves,10411
107952847,73f3f74c-894f-48ef-ac67-d6bc887619f3,2022/03/05 1:13 дня +0400,2022-03-05,2022-03-05 09:13:00 UTC,Samara,1172320,beetle23,Борис Георги,2022-03-05 15:57:02 UTC,2022-03-05 16:05:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/107952847,https://inaturalist-open-data.s3.amazonaws.com/photos/181661336/medium.jpg,,"",,1,0,false,,"Октябрьский р-н, Ижевск, республика Удмуртия, Россия",56.8803867521,53.1579776462,36,,,,36,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
108164368,31b101bd-8539-4893-a986-88bec785c67c,2022/03/07 9:39 утра UTC,2022-03-07,2022-03-07 09:39:00 UTC,UTC,5265430,zulfiya,Сабрекова Зульфия,2022-03-08 08:25:24 UTC,2022-03-08 15:31:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/108164368,https://inaturalist-open-data.s3.amazonaws.com/photos/182061224/medium.jpeg,,"","",2,0,false,,"Иманай, республика Удмуртия, Россия, 427683",57.8409830297,52.3738070076,8,,,,8,,open,false,,,Crociere comune,Loxia curvirostra,Клёст-еловик,Aves,10411
109539371,b4ca74e9-a0d1-4add-a40b-2c7cb7688f9a,2022/03/26 8:04 утра +0400,2022-03-26,2022-03-26 04:04:00 UTC,Samara,1172320,beetle23,Борис Георги,2022-03-26 13:41:38 UTC,2022-04-03 15:16:55 UTC,research,CC-BY,https://www.inaturalist.org/observations/109539371,https://inaturalist-open-data.s3.amazonaws.com/photos/184638916/medium.jpg,,"",,2,0,false,,"Первомайский р-н, Ижевск, республика Удмуртия, Россия",56.8400894288,53.2540655365,35,,,,35,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
109737292,fc304ec6-4d76-4aa6-ae06-32a9b847a69f,2022/03/28 8:41 утра UTC,2022-03-28,2022-03-28 08:41:00 UTC,UTC,4950462,nmukhanova,nmukhanova,2022-03-28 07:17:26 UTC,2022-03-28 15:51:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/109737292,https://inaturalist-open-data.s3.amazonaws.com/photos/185006945/medium.jpg,,"",,3,0,false,,"Глазовский р-н, республика Удмуртия, Россия",58.1351634789,52.8365643203,15,,,,15,,open,false,,,Обыкновенный клёст,Loxia curvirostra,Клёст-еловик,Aves,10411
110095406,8aa9cfdb-d16e-44c7-822b-d5e5c5325575,2022/04/01 12:46 дня +0400,2022-04-01,2022-04-01 08:46:00 UTC,Samara,1172320,beetle23,Борис Георги,2022-04-01 15:43:38 UTC,2022-04-02 07:46:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/110095406,https://inaturalist-open-data.s3.amazonaws.com/photos/185666780/medium.jpg,,"",,2,0,false,,"Первомайский р-н, Ижевск, республика Удмуртия, Россия",56.8446789912,53.249393096,14,,,,14,,open,false,,,bec-croisé des sapins,Loxia curvirostra,Клёст-еловик,Aves,10411
110419851,313a0380-9ab1-4f02-8105-e260fda2364c,2022/02/13 12:48 дня +0400,2022-02-13,2022-02-13 08:48:00 UTC,Baku,2482215,elacrimarum,Елена,2022-04-04 19:27:25 UTC,2022-04-05 17:10:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110419851,https://inaturalist-open-data.s3.amazonaws.com/photos/186266131/medium.jpg,,"",,3,0,false,,"Октябрьский, республика Удмуртия, Россия, 426069",56.8790297,53.1591,138,,,,138,,open,false,,,Fichtenkreuzschnabel,Loxia curvirostra,Клёст-еловик,Aves,10411
